individual,litter_id,sex,year,field_bdate,grid,growth,survived_200d,owner,Std.BD,Std.growth,Std.lynx,Std.hare.fall,Std.mustelid,Std.Cleth,z.density,z.cones,z.temp
13896,2610,M,2000,2000-04-26,SU,1.913043478,1,acquired territory,-0.776048214,1.031158763,-1.091395792,-1.094420894,-0.767133153,-1.004339838,0.925787154,-1.229431558,0.825787906
13900,3347,F,2005,2005-06-06,SU,1.371428571,0,acquired territory,0.115622161,-0.120430274,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
13902,3362,F,2005,2005-07-08,SU,2.0625,0,not yet acquired territory,1.455456369,0.717781015,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
13904,3329,M,2005,2005-07-10,SU,1.967741935,0,not yet acquired territory,1.539196006,0.602847484,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
13910,3139,M,2004,2004-05-10,SU,1.717647059,1,not yet acquired territory,0.004709805,0.249850774,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.046825867,-0.816175101,1.364682653
13920,3262,M,2005,2005-06-11,KL,1.5,0,acquired territory,-0.060327455,0.268035963,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
13924,3268,M,2005,2005-07-19,KL,2.818181818,0,not yet acquired territory,1.169335611,1.495162463,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
13926,3281,M,2005,2005-07-20,KL,2.071428571,0,not yet acquired territory,1.201695166,0.799992278,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
13952,2826,F,2002,2002-05-15,KL,1.31,1,acquired territory,0.436892099,-0.324415226,-0.957987344,-0.889518426,1.141151061,3.711916909,-0.442315425,0.040149128,2.057547327
13978,3353,M,2005,2005-06-24,SU,2.290322581,1,not yet acquired territory,0.869278903,0.994110568,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
13982,3070,M,2004,2004-06-01,KL,1.887096774,1,not yet acquired territory,2.212714627,0.277984453,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.078642206,-0.666128475,1.364682653
14054,3346,M,2005,2005-07-01,SU,1.837837838,1,not yet acquired territory,1.162367636,0.445284782,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
14110,2708,F,2001,2001-06-21,KL,1.568421053,1,not yet acquired territory,2.338609331,0.397446433,-1.078249704,-1.041642986,-0.10812892,-0.215262132,-0.315050069,-0.141262587,-0.611264751
14140,3365,F,2005,2005-06-16,SU,1.4,1,acquired territory,0.534320351,-0.085775544,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
14166,3573,M,2006,2006-04-02,KL,1.936363636,0,not yet acquired territory,-0.004256057,0.161685919,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
14218,3561,F,2006,2006-04-02,KL,1.382608696,0,not yet acquired territory,-0.004256057,-0.396948719,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
14300,3651,F,2006,2006-04-16,SU,0.95,0,not yet acquired territory,0.248782103,-0.943501987,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14306,3651,M,2006,2006-04-16,SU,1.03,0,not yet acquired territory,0.248782103,-0.857855111,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14308,3651,M,2006,2006-04-16,SU,1.18,0,acquired territory,0.248782103,-0.697267219,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14380,3362,M,2005,2005-07-08,SU,2.0625,1,not yet acquired territory,1.455456369,0.717781015,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
14394,3633,M,2006,2006-04-21,SU,1.94137931,0,acquired territory,0.464074307,0.117854771,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14396,2977,F,2003,2003-05-10,SU,1.9625,1,acquired territory,0.052046011,0.621606898,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.824111493,-1.07444821,-0.260555472
14460,3570,M,2006,2006-04-28,KL,2.011538462,0,acquired territory,1.40662677,0.237523186,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
14462,3552,F,2006,2006-03-28,KL,2.186363636,0,acquired territory,-0.275579677,0.413888922,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
14486,3567,M,2006,2006-05-04,KL,2.190909091,0,not yet acquired territory,1.732215114,0.418474432,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
14492,3654,M,2006,2006-05-03,SU,2.505882353,0,not yet acquired territory,0.980775598,0.722203796,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14558,2861,M,2002,2002-04-27,SU,1.753846154,1,acquired territory,-0.819757625,0.394129519,-0.957987344,-0.889518426,1.141151061,3.711916909,-0.155968374,-0.478977024,2.057547327
14564,3329,M,2005,2005-07-10,SU,1.870967742,1,not yet acquired territory,1.539196006,0.485468559,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
14596,3337,M,2005,2005-05-21,SU,1.333333333,1,acquired territory,-0.554294943,-0.166636582,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
14612,2917,F,2003,2003-04-24,KL,1.825,1,acquired territory,-1.02881814,0.391766491,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.792295154,-0.537345959,-0.260555472
14640,3257,F,2005,2005-06-13,KL,1.428571429,1,acquired territory,0.004391654,0.201541423,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
14642,3553,F,2006,2006-03-11,KL,1.866666667,0,not yet acquired territory,-1.198079987,0.091374778,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
14708,3265,M,2005,2005-08-03,KL,2.103448276,1,not yet acquired territory,1.654728927,0.829800175,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
14722,3282,M,2005,2005-06-09,KL,1.105263158,1,acquired territory,-0.125046564,-0.09943386,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
14746,2930,M,2003,2003-05-10,KL,1.792,1,acquired territory,-0.01523581,0.336027819,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.792295154,-0.537345959,-0.260555472
14756,3649,F,2006,2006-04-04,SU,2.75483871,0,not yet acquired territory,-0.267919188,0.988732973,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14760,3353,F,2005,2005-06-24,SU,2.193548387,1,not yet acquired territory,0.869278903,0.876731643,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
14782,2978,F,2003,2003-05-06,SU,1.869565217,1,acquired territory,-0.132420864,0.490918274,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.824111493,-1.07444821,-0.260555472
14850,3281,M,2005,2005-07-20,KL,2,1,not yet acquired territory,1.201695166,0.733497738,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
14854,3572,M,2006,2006-03-31,KL,2.791304348,0,not yet acquired territory,-0.112785505,1.024160381,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
14858,3282,M,2005,2005-06-09,KL,1.026315789,1,acquired territory,-0.125046564,-0.172927825,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
14900,3650,M,2006,2006-04-22,SU,2.290909091,0,not yet acquired territory,0.507132748,0.492056443,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14920,2977,M,2003,2003-05-10,SU,1.9875,1,acquired territory,0.052046011,0.656762903,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.824111493,-1.07444821,-0.260555472
14970,3265,M,2005,2005-08-03,KL,1.793103448,1,not yet acquired territory,1.654728927,0.540892866,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
14986,3270,F,2005,2005-07-12,KL,1.5,1,not yet acquired territory,0.942818731,0.268035963,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
14990,3645,F,2006,2006-02-23,SU,1.161538462,0,acquired territory,-1.990256823,-0.717031883,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
14996,3645,F,2006,2006-02-23,SU,1.176923077,0,acquired territory,-1.990256823,-0.70056133,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
15010,3662,M,2006,2006-04-09,SU,2.658823529,0,not yet acquired territory,-0.052626983,0.88594047,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
15022,3341,M,2005,2005-05-13,SU,1.75862069,1,acquired territory,-0.889253495,0.349201071,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15024,3360,F,2005,2005-07-12,SU,2.40625,1,not yet acquired territory,1.622935644,1.134720739,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15050,3338,M,2005,2005-05-20,SU,1.783783784,1,acquired territory,-0.596164762,0.379721779,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15052,3337,F,2005,2005-05-21,SU,1.428571429,1,acquired territory,-0.554294943,-0.051120814,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15054,3347,F,2005,2005-06-06,SU,1.371428571,1,acquired territory,0.115622161,-0.120430274,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15056,3362,F,2005,2005-07-08,SU,2.0625,1,not yet acquired territory,1.455456369,0.717781015,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15076,3638,F,2006,2006-04-22,SU,1.543333333,0,acquired territory,0.507132748,-0.308287658,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
15080,3573,F,2006,2006-04-02,KL,1.936363636,0,acquired territory,-0.004256057,0.161685919,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15082,3576,M,2006,2006-03-31,KL,-0.804,0,acquired territory,-0.112785505,-2.602825843,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15084,3633,F,2006,2006-04-21,SU,2.013793103,0,acquired territory,0.464074307,0.195379961,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
15088,3247,M,2005,2005-05-31,KL,1.405405405,1,acquired territory,-0.416282553,0.179975627,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15094,3580,M,2006,2006-04-30,KL,2.383333333,0,acquired territory,1.515156218,0.612594319,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15100,3555,F,2006,2006-03-25,KL,3,0,acquired territory,-0.43837385,1.234695062,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15106,2840,F,2002,2002-04-28,KL,1.577777778,1,acquired territory,-0.71268438,0.15504257,-0.957987344,-0.889518426,1.141151061,3.711916909,-0.442315425,0.040149128,2.057547327
15112,3282,M,2005,2005-06-09,KL,1.315789474,1,acquired territory,-0.125046564,0.096550045,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15124,3272,M,2005,2005-05-13,KL,1.764705882,1,acquired territory,-0.998754532,0.514456903,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15128,3633,M,2006,2006-04-21,SU,1.882758621,0,not yet acquired territory,0.464074307,0.055096285,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
15130,3570,F,2006,2006-04-28,KL,2.05,0,acquired territory,1.40662677,0.276323648,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15132,3574,F,2006,2006-03-20,KL,2.346666667,1,acquired territory,-0.70969747,0.575604545,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15144,3645,M,2006,2006-02-23,SU,1.261538462,1,acquired territory,-1.990256823,-0.609973288,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
15146,3146,F,2004,2004-05-23,SU,1.982142857,1,acquired territory,0.698621036,0.798229932,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.046825867,-0.816175101,1.364682653
15148,3271,F,2005,2005-06-14,KL,1.162162162,1,not yet acquired territory,0.036751208,-0.046465237,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15172,3070,F,2004,2004-06-01,KL,1.548387097,1,not yet acquired territory,2.212714627,-0.448433385,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.078642206,-0.666128475,1.364682653
15176,3565,F,2006,2006-04-18,KL,2.05,1,acquired territory,0.863979529,0.276323648,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15220,2981,F,2003,2003-04-30,SU,1.972,1,acquired territory,-0.409121178,0.63496618,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.824111493,-1.07444821,-0.260555472
15262,3360,F,2005,2005-07-12,SU,2.53125,1,not yet acquired territory,1.622935644,1.286335184,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15274,3257,F,2005,2005-06-13,KL,1.371428571,1,acquired territory,0.004391654,0.148345792,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15278,3279,M,2005,2005-06-15,KL,1.657894737,1,acquired territory,0.069110763,0.415023892,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15370,2623,M,2000,2000-05-19,SU,1.818181818,1,acquired territory,0.548994806,0.926453382,-1.091395792,-1.094420894,-0.767133153,-1.004339838,0.925787154,-1.229431558,0.825787906
15432,2872,F,2002,2002-04-28,SU,1.68,1,acquired territory,-0.734720527,0.221284689,-0.957987344,-0.889518426,1.141151061,3.711916909,-0.155968374,-0.478977024,2.057547327
15488,3362,M,2005,2005-07-08,SU,2.125,1,not yet acquired territory,1.455456369,0.793588237,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15502,3557,M,2006,2006-05-13,KL,1.99047619,1,acquired territory,2.220597631,0.216275313,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15606,3567,F,2006,2006-05-04,KL,2.159090909,1,acquired territory,1.732215114,0.386375868,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15628,3559,F,2006,2006-03-25,KL,1.764285714,1,acquired territory,-0.43837385,-0.011908357,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15650,2978,F,2003,2003-05-06,SU,1.92173913,1,acquired territory,-0.132420864,0.564287326,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.824111493,-1.07444821,-0.260555472
15656,3279,M,2005,2005-06-15,KL,1.710526316,1,not yet acquired territory,0.069110763,0.464019868,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15660,3258,M,2005,2005-05-17,KL,1.378378378,1,acquired territory,-0.869316314,0.154815531,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15700,3262,M,2005,2005-06-11,KL,1.333333333,1,acquired territory,-0.060327455,0.112882037,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15728,3552,M,2006,2006-03-28,KL,2.1,1,acquired territory,-0.275579677,0.326764248,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15750,3267,M,2005,2005-07-11,KL,2.92,1,not yet acquired territory,0.910459176,1.589947406,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
15778,3075,F,2004,2004-04-19,KL,1.746666667,1,acquired territory,-1.793463435,-0.023190689,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.078642206,-0.666128475,1.364682653
15794,3558,M,2006,2006-04-11,KL,2.563636364,1,acquired territory,0.48412646,0.794486183,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
15848,3864,M,2007,2007-05-07,KL,1.862962963,0,acquired territory,-0.56716006,0.260604902,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
15892,3961,M,2007,2007-05-07,SU,1.692307692,0,not yet acquired territory,-1.400500305,0.280821945,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
15968,3358,F,2005,2005-05-16,SU,1.277777778,1,acquired territory,-0.763644038,-0.234020779,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
15982,2878,F,2002,2002-04-29,SU,1.5,1,acquired territory,-0.649683429,-0.200024584,-0.957987344,-0.889518426,1.141151061,3.711916909,-0.155968374,-0.478977024,2.057547327
16002,3353,M,2005,2005-06-24,SU,2.322580645,1,not yet acquired territory,0.869278903,1.033236876,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
16044,3159,F,2004,2004-05-02,SU,1.796296296,1,acquired territory,-0.422312491,0.412914244,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.046825867,-0.816175101,1.364682653
16056,3844,F,2007,2007-05-23,KL,1.485714286,0,not yet acquired territory,0.254897793,-0.410135171,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16062,3552,M,2006,2006-03-28,KL,2.195454545,1,acquired territory,-0.275579677,0.423059941,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
16082,3254,F,2005,2005-07-24,KL,2.366666667,1,not yet acquired territory,1.331133383,1.074836374,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
16084,3968,M,2007,2007-05-27,SU,1.481818182,0,not yet acquired territory,-0.416303806,0.051637246,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16088,3945,M,2007,2007-05-22,SU,1.888461538,0,not yet acquired territory,-0.662352931,0.494397718,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16094,2703,F,2001,2001-05-06,KL,1.5875,1,acquired territory,-0.260742428,0.426664448,-1.078249704,-1.041642986,-0.10812892,-0.215262132,-0.315050069,-0.141262587,-0.611264751
16108,3951,F,2007,2007-05-30,SU,2.476470588,0,not yet acquired territory,-0.268674332,1.134632362,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16164,3583,F,2006,2006-04-13,KL,2.353846154,1,acquired territory,0.592655908,0.582847298,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
16170,3952,M,2007,2007-06-03,SU,1.556521739,0,not yet acquired territory,-0.071835032,0.132975799,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16190,3265,M,2005,2005-08-03,KL,1.931034483,1,not yet acquired territory,1.654728927,0.669296114,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
16196,3854,F,2007,2007-05-03,KL,1.830434783,0,not yet acquired territory,-0.772674524,0.202770494,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16228,3946,F,2007,2007-06-11,SU,1.27037037,0,not yet acquired territory,0.321843568,-0.178590867,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16250,3861,M,2007,2007-06-11,KL,1.76,0,not yet acquired territory,1.231091494,0.077538958,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16284,3271,F,2005,2005-06-14,KL,1.135135135,1,not yet acquired territory,0.036751208,-0.071625333,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
16306,3849,M,2007,2007-06-19,KL,1.704,0,not yet acquired territory,1.642120421,-0.022027843,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16334,3953,F,2007,2007-06-23,SU,1.2375,0,not yet acquired territory,0.912361467,-0.214380707,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16410,3847,F,2007,2007-05-08,KL,1.816666667,0,acquired territory,-0.515781444,0.178291078,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16412,2759,F,2001,2001-04-26,SU,1.871428571,1,acquired territory,-0.767602067,0.631432438,-1.078249704,-1.041642986,-0.10812892,-0.215262132,0.257644034,-0.639092353,-0.611264751
16438,3856,M,2007,2007-04-26,KL,1.936363636,0,not yet acquired territory,-1.132324834,0.391109728,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16452,3945,M,2007,2007-05-22,SU,1.861538462,0,acquired territory,-0.662352931,0.465083396,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16456,3957,M,2007,2007-05-29,SU,1.608695652,0,acquired territory,-0.317884156,0.189783678,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16514,3363,M,2005,2005-06-04,SU,1.323529412,1,acquired territory,0.031882523,-0.178527911,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
16520,3658,M,2006,2006-04-12,SU,1.818518519,1,acquired territory,0.076548339,-0.013678266,0.697445948,0.049617887,1.102018574,-0.555172528,0.162195017,-1.213297212,-0.979781485
16526,3966,F,2007,2007-06-22,SU,4.3,0,not yet acquired territory,0.863151642,3.120123407,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16530,2833,F,2002,2002-04-21,KL,1.947826087,1,acquired territory,-1.1860394,0.817616396,-0.957987344,-0.889518426,1.141151061,3.711916909,-0.442315425,0.040149128,2.057547327
16532,3259,F,2005,2005-04-25,KL,1.615384615,1,acquired territory,-1.581226511,0.375450219,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
16536,3139,M,2004,2004-05-10,SU,1.688235294,1,acquired territory,0.004709805,0.18887136,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.046825867,-0.816175101,1.364682653
16538,3363,F,2005,2005-06-04,SU,1.352941176,1,acquired territory,0.031882523,-0.142853923,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
16542,3058,F,2004,2004-05-08,KL,1.970967742,1,acquired territory,-0.023291733,0.457859346,-0.662443813,-0.332245804,-0.388962061,-0.688708756,-1.078642206,-0.666128475,1.364682653
16548,3281,F,2005,2005-07-20,KL,2.107142857,1,not yet acquired territory,1.201695166,0.833239548,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
16550,3569,F,2006,2006-03-24,KL,2.486206897,1,acquired territory,-0.492638574,0.716374406,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
16552,3564,F,2006,2006-02-23,KL,1.7,1,acquired territory,-2.066315572,-0.076760558,0.697445948,0.049617887,1.102018574,-0.555172528,0.225827695,-1.269204067,-0.979781485
16554,2869,F,2002,2002-05-25,SU,1.172222222,1,acquired territory,1.56128112,-0.967223569,-0.957987344,-0.889518426,1.141151061,3.711916909,-0.155968374,-0.478977024,2.057547327
16562,3853,F,2007,2007-06-16,KL,0.666666667,0,not yet acquired territory,1.487984573,-1.866384305,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16568,3337,F,2005,2005-05-21,SU,1.523809524,1,acquired territory,-0.554294943,0.064394954,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
16570,3362,F,2005,2005-07-08,SU,2.15625,1,not yet acquired territory,1.455456369,0.831491849,-0.167761393,0.370942212,-0.659601025,0.215695691,-0.855927833,0.155196735,0.389539778
16572,3871,F,2007,2007-06-10,KL,2.145,0,acquired territory,1.179712878,0.762060717,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16582,3861,M,2007,2007-06-11,KL,1.276,0,acquired territory,1.231091494,-0.783002682,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16590,3856,F,2007,2007-04-26,KL,1.922727273,0,acquired territory,-1.132324834,0.366864566,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16592,3949,M,2007,2007-06-08,SU,1.175,0,acquired territory,0.174214093,-0.282431812,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16594,3849,F,2007,2007-06-19,KL,1.736,0,not yet acquired territory,1.642120421,0.034867472,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16596,3864,M,2007,2007-05-07,KL,1.9,0,acquired territory,-0.56716006,0.326455961,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16598,3849,F,2007,2007-06-19,KL,1.632,0,acquired territory,1.642120421,-0.150042302,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16600,3844,M,2007,2007-05-23,KL,1.535714286,0,acquired territory,0.254897793,-0.321236241,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16606,3956,F,2007,2007-06-28,SU,1.64,0,not yet acquired territory,1.158410592,0.223868405,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16608,3971,F,2007,2007-07-03,SU,1.924,0,not yet acquired territory,1.404459716,0.533092623,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16610,3968,F,2007,2007-05-27,SU,1.540909091,0,acquired territory,-0.416303806,0.115976472,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
16612,3849,F,2007,2007-06-19,KL,1.52,0,not yet acquired territory,1.642120421,-0.349175905,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.346866408,-0.192612669,-0.277872189
16644,2968,F,2003,2003-07-09,SU,1.523809524,1,not yet acquired territory,2.819049146,0.004702728,-0.908324346,-0.964028414,-0.072284877,-1.058968294,-0.824111493,-1.07444821,-0.260555472
16648,3250,M,2005,2005-06-20,KL,1.676470588,1,not yet acquired territory,0.230908534,0.432316589,-0.167761393,0.370942212,-0.659601025,0.215695691,-1.205907562,1.129806587,0.389539778
16672,3962,M,2007,2007-06-13,SU,0.864,1,acquired territory,0.420263218,-0.621054107,-0.428248691,-0.350873301,0.640320998,-0.579451842,-0.824111493,-0.583245586,-0.277872189
