individual,litter_id,sex,year,field_bdate,grid,growth,survived_200d,owner,Std.BD,Std.growth,Std.lynx,Std.hare.fall,Std.mustelid,Std.Cleth,z.density,z.cones,z.temp
7884,1797,F,1997,1997-05-09,KL,2.095238095,1,acquired territory,1.440552505,0.642105163,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
7896,1488,M,1995,1995-07-02,KL,2.523809524,1,acquired territory,1.344691109,0.893299625,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
7920,1575,F,1995,1995-06-04,SU,1.4,1,acquired territory,-0.370908954,-0.192196181,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
7922,1930,M,1997,1997-04-14,SU,0.966666667,1,acquired territory,-0.610605073,-0.608184671,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
7926,773,F,1991,1991-05-24,KL,2.136363636,1,acquired territory,2.527191546,1.502170857,0.524112344,-0.307409141,-0.827311683,0.063949979,-1.364989257,-1.128059605,0.783018482
7930,1815,M,1997,1997-04-30,KL,2.133333333,1,acquired territory,0.784868284,0.723398486,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
7948,1901,F,1997,1997-04-08,SU,1.857142857,1,acquired territory,-0.954314539,0.304070053,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
7962,1822,F,1997,1997-04-14,KL,1.4,1,acquired territory,-0.380792555,-0.841497966,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
7964,1952,M,1998,1998-03-26,KL,0.294117647,0,not yet acquired territory,-1.455930682,-1.294121993,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
7966,1952,M,1998,1998-03-26,KL,0.823529412,0,acquired territory,-1.455930682,-0.787885076,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8010,1799,F,1997,1997-04-16,KL,2.0625,1,acquired territory,-0.23508495,0.572243715,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
8012,1996,F,1998,1998-04-15,KL,2.857142857,0,acquired territory,-0.904186917,1.156707525,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8016,1840,M,1997,1997-04-23,KL,1.857142857,1,acquired territory,0.274891667,0.1340219,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
8022,1967,M,1998,1998-04-29,KL,2.181818182,0,not yet acquired territory,-0.517966281,0.510944993,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8024,1967,F,1998,1998-04-29,KL,2,0,not yet acquired territory,-0.517966281,0.33708585,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8072,1573,M,1995,1995-05-20,SU,1.444444444,1,acquired territory,-1.246087385,-0.140305634,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
8084,1566,F,1995,1995-06-29,SU,1.5,1,not yet acquired territory,1.087721764,-0.07544245,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
8088,1840,F,1997,1997-04-23,KL,2.571428571,1,acquired territory,0.274891667,1.65827169,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
8106,1985,M,1998,1998-05-25,KL,1.857142857,0,not yet acquired territory,0.199300614,0.200482238,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8196,1582,F,1995,1995-06-16,SU,1.25,1,acquired territory,0.329233791,-0.367326779,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
8214,2007,M,1998,1998-06-23,KL,2.222222222,0,not yet acquired territory,0.999329074,0.549580358,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8216,2007,M,1998,1998-06-23,KL,1.888888889,0,not yet acquired territory,0.999329074,0.230838596,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8218,2007,F,1998,1998-06-23,KL,1.888888889,0,not yet acquired territory,0.999329074,0.230838596,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8220,1804,F,1997,1997-04-11,KL,1.421052632,1,acquired territory,-0.599353962,-0.796572709,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
8226,1924,M,1997,1997-04-06,SU,1.411764706,1,acquired territory,-1.068884361,-0.15220079,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
8242,2114,F,1998,1998-07-02,SU,1.230769231,0,acquired territory,NA,-0.8671793,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
8276,1109,F,1993,1993-04-23,KL,1.285714286,1,not yet acquired territory,-0.838007108,-0.569423674,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
8282,1567,F,1995,1995-05-18,SU,2,1,acquired territory,-1.362777843,0.508326208,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
8286,2143,M,1998,1998-06-02,SU,1.580645161,0,not yet acquired territory,NA,-0.377363746,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
8294,1200,F,1993,1993-04-09,SU,2.2,1,acquired territory,-0.971847512,0.561749794,-0.996451824,-0.956266957,-0.840794304,0.246044834,-0.474131764,1.013816571,0.466524742
8318,1578,F,1995,1995-05-28,SU,1.533333333,1,acquired territory,-0.779325555,-0.036524539,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
8376,893,F,1992,1992-05-09,KL,1.380952381,1,acquired territory,-1.549303515,0.002196257,-0.548024159,-1.027672363,-0.69117009,1.156519109,-1.524070952,0.744661402,-0.179293566
8414,1819,F,1997,1997-04-06,KL,1.785714286,1,acquired territory,-0.963622974,-0.018403079,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
8442,1092,F,1993,1993-06-08,KL,1.75,1,acquired territory,0.418457265,-0.086385574,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
8456,2117,F,1998,1998-04-15,SU,3.578947368,0,acquired territory,NA,2.420197954,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
8460,2143,M,1998,1998-06-02,SU,1.741935484,0,acquired territory,NA,-0.15156225,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
8462,2012,F,1998,1998-06-11,KL,2.25,0,not yet acquired territory,0.668282814,0.576142172,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
8498,1095,F,1993,1993-04-12,KL,2.428571429,1,acquired territory,-1.13846598,0.619593189,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
8672,1901,F,1997,1997-04-08,SU,1.428571429,1,acquired territory,-0.954314539,-0.134983023,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
8674,1926,F,1997,1997-03-30,SU,2.904761905,1,acquired territory,-1.469878738,1.377310905,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
8730,1486,F,1995,1995-06-13,KL,2.722222222,1,not yet acquired territory,0.547147658,1.101121537,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9028,1827,F,1997,1997-04-25,KL,2,1,acquired territory,0.420599272,0.438871858,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
9032,1584,F,1995,1995-06-08,SU,1.541666667,1,acquired territory,-0.137528039,-0.026795062,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9052,2020,F,1998,1998-07-05,KL,1.875,1,acquired territory,1.330375333,0.217557689,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9058,1568,F,1995,1995-05-26,SU,1.368421053,1,acquired territory,-0.896016013,-0.229065781,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9076,1646,F,1996,1996-04-29,KL,2.1,1,acquired territory,1.434821102,0.296414061,0.107819561,1.451337044,-0.714846889,-0.828314811,-0.315050069,0.616570193,-1.32979108
9138,1973,M,1998,1998-06-07,KL,1,1,acquired territory,0.557934061,-0.619139437,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9140,1973,M,1998,1998-06-07,KL,0.6,1,not yet acquired territory,0.557934061,-1.001629552,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9184,1492,F,1995,1995-05-10,KL,1.75,1,acquired territory,-0.88003536,0.082794169,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9210,1995,F,1998,1998-04-19,KL,1.958333333,1,acquired territory,-0.793838164,0.29724313,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9212,1967,F,1998,1998-04-29,KL,1.909090909,1,acquired territory,-0.517966281,0.250156278,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9214,2013,F,1998,1998-04-17,KL,1.714285714,1,acquired territory,-0.84901254,0.063878625,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9250,1484,F,1995,1995-05-21,KL,2.117647059,1,acquired territory,-0.418299677,0.467875947,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9330,1475,F,1995,1995-05-19,KL,1.7,1,acquired territory,-0.50225162,0.030423047,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9346,1580,F,1995,1995-07-19,SU,1.8,1,acquired territory,2.254626339,0.274818745,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9364,1566,F,1995,1995-06-29,SU,1.65,1,acquired territory,1.087721764,0.099688148,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9386,1904,F,1997,1997-04-04,SU,1.8,1,acquired territory,-1.183454183,0.245529643,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
9390,1748,F,1996,1996-04-03,SU,2,1,acquired territory,-0.449579117,0.294017126,0.107819561,1.451337044,-0.714846889,-0.828314811,0.353093051,0.297687696,-1.32979108
9420,1103,F,1993,1993-07-07,KL,1.684210526,1,not yet acquired territory,1.210576109,-0.154832268,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
9444,2033,F,1998,1998-05-18,KL,1.714285714,1,acquired territory,0.006190296,0.063878625,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9448,1894,F,1997,1997-04-08,SU,1.866666667,1,acquired territory,-0.954314539,0.313826788,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
9468,1493,M,1995,1995-04-15,KL,1.166666667,1,acquired territory,-1.929434637,-0.528202251,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9500,1184,F,1993,1993-04-10,SU,2.266666667,1,acquired territory,-0.948708286,0.698121084,-0.996451824,-0.956266957,-0.840794304,0.246044834,-0.474131764,1.013816571,0.466524742
9520,1905,F,1997,1997-05-24,SU,2.1,1,acquired territory,1.680791364,0.552866796,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
9522,2191,F,1999,1999-05-20,KL,3.285714286,0,not yet acquired territory,2.79092548,1.613182735,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9562,2137,F,1998,1998-05-22,SU,2.130434783,1,acquired territory,NA,0.392324834,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
9588,2082,F,1998,1998-04-24,SU,2.193548387,1,acquired territory,NA,0.480681941,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
9590,2082,M,1998,1998-04-24,SU,2.483870968,1,acquired territory,NA,0.887124635,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
9592,1952,F,1998,1998-03-26,KL,0.794117647,1,acquired territory,-1.455930682,-0.816009349,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9602,2140,M,1998,1998-05-03,SU,2.133333333,1,acquired territory,NA,0.396382716,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
9610,2209,M,1999,1999-03-30,KL,2.260869565,0,not yet acquired territory,-0.589036678,0.4593323,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9616,1102,F,1993,1993-04-09,KL,1.733333333,1,not yet acquired territory,-1.220409309,-0.103725403,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
9620,1911,M,1997,1997-05-18,SU,1.72,1,not yet acquired territory,1.337081899,0.163573069,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
9632,2351,F,1999,1999-03-31,SU,2.086956522,0,acquired territory,-0.053681793,0.090762948,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9640,1565,M,1995,1995-06-05,SU,1.80952381,1,acquired territory,-0.312563725,0.285938148,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9648,1905,F,1997,1997-05-24,SU,2.4,1,acquired territory,1.680791364,0.860203949,1.40392645,1.648478055,-0.929911144,-0.06351642,0.289460373,-0.312456791,0.167138771
9668,2412,F,1999,1999-03-30,SU,2.19047619,0,acquired territory,-0.121756531,0.270340966,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9670,2259,M,1999,1999-05-18,KL,2,0,not yet acquired territory,2.658377944,0.165624916,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9676,1820,M,1997,1997-04-28,KL,1.588235294,1,not yet acquired territory,0.639160679,-0.439813315,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
9678,1570,F,1995,1995-06-06,SU,2.903225806,1,acquired territory,-0.254218497,1.562876041,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9706,2212,M,1999,1999-03-26,KL,1.55,0,not yet acquired territory,-0.854131749,-0.34102032,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9714,2410,F,1999,1999-03-26,SU,2.5,0,acquired territory,-0.394055483,0.807279243,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9716,2226,F,1999,1999-04-05,KL,2.7,0,acquired territory,-0.191394071,0.953739729,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9730,2235,M,1999,1999-04-05,KL,1.666666667,0,acquired territory,-0.191394071,-0.209667851,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9732,1114,F,1993,1993-05-01,KL,2,1,acquired territory,-0.619491565,0.173711865,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
9734,1461,F,1995,1995-06-01,KL,1.75,1,acquired territory,0.043436005,0.082794169,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9736,1481,F,1995,1995-05-21,KL,2.527777778,1,acquired territory,-0.418299677,0.897456063,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9746,2142,F,1998,1998-04-22,SU,2.083333333,1,acquired territory,NA,0.326384252,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
9752,2106,F,1998,1998-07-17,SU,1.952380952,1,not yet acquired territory,NA,0.143054941,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
9754,1199,F,1993,1993-06-06,SU,1.1,1,acquired territory,0.370227624,-1.688376485,-0.996451824,-0.956266957,-0.840794304,0.246044834,-0.474131764,1.013816571,0.466524742
9756,1569,M,1995,1995-06-13,SU,1.684210526,1,not yet acquired territory,0.154198105,0.139630214,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9768,2350,F,1999,1999-03-29,SU,1.916666667,0,acquired territory,-0.189831269,-0.204642894,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9780,1216,M,1993,1993-05-05,SU,1.75,1,acquired territory,-0.370227624,-0.358756411,-0.996451824,-0.956266957,-0.840794304,0.246044834,-0.474131764,1.013816571,0.466524742
9782,1492,F,1995,1995-05-10,KL,1.85,1,acquired territory,-0.88003536,0.187536413,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9798,2356,F,1999,1999-03-29,SU,2.142857143,0,not yet acquired territory,-0.189831269,0.187735078,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9800,2409,F,1999,1999-03-29,SU,3,0,not yet acquired territory,-0.189831269,1.674641074,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9804,2378,M,1999,1999-04-05,SU,2.652173913,0,acquired territory,0.286691896,1.071258931,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9806,1098,F,1993,1993-06-12,KL,2.6,1,not yet acquired territory,0.527715037,0.797945719,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
9808,2033,F,1998,1998-05-18,KL,2,1,acquired territory,0.006190296,0.33708585,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9810,1450,F,1995,1995-05-22,KL,1.590909091,1,acquired territory,-0.376323706,-0.083841218,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
9820,1082,F,1993,1993-07-12,KL,2.210526316,1,not yet acquired territory,1.347148324,0.392741288,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
9828,1583,F,1995,1995-06-14,SU,1.105263158,1,not yet acquired territory,0.212543333,-0.536312443,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
9834,2394,F,1999,1999-04-01,SU,1.75,0,not yet acquired territory,0.014392945,-0.493763504,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9848,1089,F,1993,1993-04-14,KL,2.428571429,1,acquired territory,-1.083837094,0.619593189,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
9850,2142,M,1998,1998-04-22,SU,2.416666667,1,acquired territory,NA,0.793040678,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
9862,2240,M,1999,1999-04-04,KL,2.434782609,0,acquired territory,-0.257667839,0.655137222,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9864,2194,F,1999,1999-04-06,KL,1.8,0,not yet acquired territory,-0.125120303,-0.059550744,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
9948,2019,M,1998,1998-04-05,KL,1.913043478,1,acquired territory,-1.1800588,0.253935825,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9954,1985,M,1998,1998-05-25,KL,1.857142857,1,acquired territory,0.199300614,0.200482238,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
9956,2355,M,1999,1999-03-25,SU,1.84,1,acquired territory,-0.462130221,-0.337638374,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9974,1638,F,1996,1996-04-01,KL,1.8,1,acquired territory,-0.484366359,0.089759845,0.107819561,1.451337044,-0.714846889,-0.828314811,-0.315050069,0.616570193,-1.32979108
9984,2431,F,1999,1999-04-04,SU,2.130434783,1,acquired territory,0.218617159,0.166185716,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
9992,1098,M,1993,1993-06-12,KL,2.7,1,acquired territory,0.527715037,0.901984694,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
10000,1638,M,1996,1996-04-01,KL,2.04,1,not yet acquired territory,-0.484366359,0.255083218,0.107819561,1.451337044,-0.714846889,-0.828314811,-0.315050069,0.616570193,-1.32979108
10004,2423,M,1999,1999-03-29,SU,3.210526316,1,acquired territory,-0.189831269,2.039846056,2.319770574,-0.187882701,-0.524774809,-0.081725905,3.089298209,-0.573793952,0.56917136
10012,1215,M,1993,1993-07-12,SU,2.1875,1,not yet acquired territory,1.203239777,0.536180177,-0.996451824,-0.956266957,-0.840794304,0.246044834,-0.474131764,1.013816571,0.466524742
10014,1078,F,1993,1993-04-18,KL,3.333333333,1,acquired territory,-0.974579323,1.560898206,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
10022,1465,F,1995,1995-05-13,KL,1.454545455,1,acquired territory,-0.754107446,-0.22667155,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
10024,2218,F,1999,1999-03-31,KL,2.058823529,1,acquired territory,-0.52276291,0.231853052,2.319770574,-0.187882701,-0.524774809,-0.081725905,2.134808038,0.126150961,0.56917136
10040,1801,F,1997,1997-04-14,KL,1.625,1,acquired territory,-0.380792555,-0.361359282,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
10052,1812,F,1997,1997-04-12,KL,1.785714286,1,acquired territory,-0.52650016,-0.018403079,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
10082,1423,F,1994,1994-04-15,SU,2.3,1,not yet acquired territory,0.64713848,0.53629601,-0.706750998,-0.492131821,-0.150549851,0.22176552,0.862154476,-1.214920961,-0.559941442
10090,1568,F,1995,1995-05-26,SU,1.421052632,1,acquired territory,-0.896016013,-0.167616448,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
10092,1475,F,1995,1995-05-19,KL,1.7,1,acquired territory,-0.50225162,0.030423047,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
10096,1749,F,1996,1996-04-02,SU,2.178571429,1,acquired territory,-0.503764667,0.514496844,0.107819561,1.451337044,-0.714846889,-0.828314811,0.353093051,0.297687696,-1.32979108
10156,1574,F,1995,1995-06-08,SU,1.653846154,1,acquired territory,-0.137528039,0.104178676,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.092335695,0.337889755,-1.885793596
10160,1196,F,1993,1993-04-08,SU,1.529411765,1,acquired territory,-0.994986739,-0.809984943,-0.996451824,-0.956266957,-0.840794304,0.246044834,-0.474131764,1.013816571,0.466524742
10240,1841,F,1997,1997-03-27,KL,2.266666667,1,acquired territory,-1.692160998,1.007925113,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
10254,2033,M,1998,1998-05-18,KL,2,1,acquired territory,0.006190296,0.33708585,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
10270,1483,F,1995,1995-07-13,KL,1.909090909,1,acquired territory,1.806426792,0.249429557,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
10272,2008,M,1998,1998-05-01,KL,1.9,1,acquired territory,-0.462791905,0.241463321,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
10284,1098,F,1993,1993-06-12,KL,2.8,1,acquired territory,0.527715037,1.00602367,-0.996451824,-0.956266957,-0.840794304,0.246044834,-1.110458545,1.670440285,0.466524742
10286,1461,F,1995,1995-06-01,KL,2,1,acquired territory,0.043436005,0.344649778,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
10304,1823,M,1997,1997-04-21,KL,2.666666667,1,acquired territory,0.129184062,1.861504996,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
10346,1493,F,1995,1995-04-15,KL,1.166666667,1,acquired territory,-1.929434637,-0.528202251,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
10358,1962,F,1998,1998-05-25,KL,2.375,1,acquired territory,0.199300614,0.695670333,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
10380,1999,M,1998,1998-07-15,KL,1.5,1,not yet acquired territory,1.606247216,-0.141026794,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
10394,1962,M,1998,1998-05-25,KL,2.75,1,acquired territory,0.199300614,1.054254815,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
10408,2105,F,1998,1998-07-30,SU,1.6875,1,not yet acquired territory,NA,-0.227770255,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
10418,2112,M,1998,1998-05-13,SU,2.166666667,1,acquired territory,NA,0.443048358,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
10436,2646,F,2000,2000-05-23,SU,1.5,1,acquired territory,0.77943707,0.575254081,-1.091395792,-1.094420894,-0.767133153,-1.004339838,0.925787154,-1.229431558,0.825787906
10450,2117,F,1998,1998-04-15,SU,3.052631579,1,acquired territory,NA,1.683372018,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
10456,2626,M,2000,2000-06-04,SU,1.35,0,not yet acquired territory,1.470763863,0.409688696,-1.091395792,-1.094420894,-0.767133153,-1.004339838,0.925787154,-1.229431558,0.825787906
10460,1833,F,1997,1997-04-18,KL,1.388888889,1,acquired territory,-0.089377345,-0.865208518,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
10462,2128,M,1998,1998-06-19,SU,1.32,1,acquired territory,NA,-0.742258965,2.793516631,2.631078528,-0.554699652,0.488837974,0.38490939,1.346698488,-1.32979108
10510,1800,M,1997,1997-04-21,KL,1.714285714,1,not yet acquired territory,0.129184062,-0.170828058,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
10520,2006,F,1998,1998-04-09,KL,2,1,not yet acquired territory,-1.069710047,0.33708585,2.793516631,2.631078528,-0.554699652,0.488837974,0.321276712,1.718219976,-1.32979108
10528,1484,F,1995,1995-05-21,KL,1.882352941,1,acquired territory,-0.418299677,0.221423609,-0.498848052,0.327478052,-0.769435064,-1.113596751,-0.569580781,0.823084554,-1.885793596
10532,1830,M,1997,1997-04-28,KL,1.636363636,1,acquired territory,0.639160679,-0.337109853,1.40392645,1.648478055,-0.929911144,-0.06351642,-0.28323373,0.348877419,0.167138771
